id,nombre,laboratorio_id,categoria_farmacologica_id,forma_farmaceutica_id,principio_activo_id,tipo_receta_id,registro_isp,es_cenabast,es_controlado,es_refrigerado,es_bioequivalente,es_generico,cantidad_por_envase
77701271,CEBION 1000MG X 20 COM,8000000112,75000000272,560000006,890000728,410000002,,0,0,0,0,0,20
77701273,CEBION 2000MG X 20 COM,8000000112,75000000272,560000006,890000728,410000002,,0,0,0,0,0,20
77701274,CEFADROXILO 250MG/5ML X 60 ML,8000000005,75000000093,560000032,890000222,410000000,F-6517/20,1,0,0,0,1,60
77701275,CEFADROXILO 250MG/5ML X 60 ML,8000000005,75000000093,560000032,890000222,410000000,F-6517/20,0,0,0,0,1,60
77701277,CEFADROXILO 500MG X 8 CAP,8000000005,75000000093,560000003,890000222,410000000,F-6518/20,0,0,0,1,1,8
77701279,CEFADROXILO 500MG X 8 CAP,8000000114,75000000093,560000003,890000222,410000000,F-6874/20,0,0,0,1,1,8
77701280,CEFADROXILO 500MG X 8 CAP,8000000005,75000000039,560000003,890000222,410000000,F-6518,0,0,0,0,1,8
77701281,CEFALMIN X 10 COM,8000000089,75000000062,560000006,890000184,410000001,F-3294/20,0,0,0,0,0,10
77701285,CEFEPIME 1000MG X 10 AMP,8000000137,75000000093,560000032,890000223,410000001,F-24083/18,0,0,0,1,1,10
77701286,CEFIN 2% X 240 ML,8000000014,75000000251,560000036,890000476,410000003,F-17425/19,0,0,0,0,0,240
77701287,CEFIRAX 100MG/5ML X 75 ML,8000000161,75000000093,560000032,890000224,410000000,F-13625/19,0,0,0,0,0,75
77701288,CEFIRAX 200MG X 10 COM,8000000161,75000000093,560000006,890000224,410000000,F-13624/19,0,0,0,0,0,10
77701290,CEFIRAX 200MG X 20 COM,8000000161,75000000093,560000006,890000224,410000000,F-13624/19,0,0,0,0,0,20
77701292,CEFRADINA 500MG X 8 CAP,8000000114,75000000093,560000003,890000225,410000000,F-9875/21,0,0,0,0,1,8
77701295,CELEBRA 200MG X 10 CAP,8000000133,75000000024,560000003,890000227,410000001,F-20903/19,0,0,0,0,0,10
77701297,CELEBRA 200MG X 30 CAP,8000000133,75000000024,560000003,890000227,410000001,F-20903/19,0,0,0,0,0,30
77701298,CELECOXIB 200MG X 10 CAP,8000000007,75000000024,560000003,890000227,410000001,F-22885/21,0,0,0,1,1,10
77701300,CELECOXIB 200MG X 10 CAP,8000000035,75000000024,560000003,890000227,410000001,F-23563/22,0,0,0,1,1,10
77701302,CELECOXIB 200MG X 10 CAP,8000000137,75000000024,560000003,890000227,410000001,F-22417/16,0,0,0,1,1,10
77701303,CELECOXIB 200MG X 10 CAP,8000000170,75000000024,560000003,890000227,410000001,F-23505/17,0,0,0,1,1,10
77701304,CELECOXIB 200MG X 10 CAP,8000000151,75000000024,560000003,890000227,410000001,F-25402/20,0,0,0,1,1,10
77701307,CELECOXIB 200MG X 30 CAP,8000000044,75000000024,560000003,890000227,410000001,F-23715/18,0,0,0,1,1,30
77701311,CELECOXIB 200MG X 30 CAP,8000000170,75000000024,560000003,890000227,410000001,F-23505/17,0,0,0,1,1,30
77701312,CELECOXIB 200MG X 30 CAP,8000000151,75000000024,560000003,890000227,410000001,F-25402/20,0,0,0,1,1,30
77701314,CELEDOX 200MG X 10 CAP,8000000170,75000000024,560000003,890000227,410000001,F-23504/17,0,0,0,1,0,10
77701315,CELEDOX 200MG X 30 CAP,8000000170,75000000024,560000003,890000227,410000001,F-23504/17,0,0,0,1,0,30
77701317,CELLCEPT 500MG X 50 COM,8000000152,75000000113,560000006,890000568,410000001,F-357/18,0,0,0,0,0,50
77701318,CELTIUM 10MG X 30 COM,8000000161,75000000128,560000006,890000356,410000001,F-14527/20,0,0,0,1,0,30
77701319,CELTIUM 10MG X 60 COM,8000000161,75000000128,560000006,890000356,410000001,F-14527/20,0,0,0,1,0,60
77701322,CENTRUM HOMBRE SILVER X 30 COM,8000000082,75000000187,560000006,890000724,410000002,,0,0,0,0,0,30
77701324,CENTRUM HOMBRE SILVER X 60 COM,8000000082,75000000187,560000006,890000724,410000002,,0,0,0,0,0,60
77701326,CENTRUM HOMBRE X 30 COM,8000000082,75000000187,560000006,890000581,410000002,,0,0,0,0,0,30
77701330,CENTRUM HOMBRE X 60 COM,8000000082,75000000187,560000006,890000581,410000002,,0,0,0,0,0,60
77701332,CENTRUM MUJER SILVER X 60 COM,8000000082,75000000187,560000006,890000724,410000002,,0,0,0,0,0,60
77701334,CENTRUM MUJER X 30 COM,8000000082,75000000187,560000006,890000724,410000002,,0,0,0,0,0,30
77701336,CENTRUM MUJER X 60 COM,8000000082,75000000187,560000006,890000724,410000002,,0,0,0,0,0,60
77701340,CENTRUM SILVER X 60 COM,8000000082,75000000187,560000006,890000724,410000002,,0,0,0,0,0,60
77701345,"CERAZETTE 0,075MG X 28 COM",8000000113,75000000042,560000006,890000303,410000004,F-7501/21,0,0,0,0,0,28
77701349,"CERCIORA T 0,75MG X 2 COM",8000000061,75000000042,560000006,890000500,410000002,F-22468/21,0,0,0,1,0,2
77701354,CEREVAX 500MG X 14 COM,8000000000,75000000093,560000006,890000226,410000000,F-15430/16,0,0,0,1,0,14
77701356,CETIRIZINA 10MG X 30 COM,8000000086,75000000059,560000006,890000231,410000001,F-26540/21,0,0,0,1,1,30
77701357,CETIRIZINA 10MG X 30 COM,8000000035,75000000059,560000006,890000231,410000001,F-13749/19,0,0,0,1,1,30
77701358,CETIRIZINA 5MG/5ML X 60 ML,8000000086,75000000059,560000021,890000231,410000001,F-25139/19,0,0,0,0,1,60
77701364,CEVICORT RAPILENTO X 3 ML,8000000027,75000000236,560000041,890000143,410000000,F-20097/18,0,0,0,0,0,3
77701368,CHELTIN FC X 30 COM,8000000111,75000000034,560000006,890000028,410000001,F-23393/17,0,0,0,0,0,30
77701371,CIALIS 20MG X 1 COM,8000000053,75000000133,560000006,890000686,410000001,F-25535/20,0,0,0,0,0,1
77701374,CIALIS 20MG X 4 COM,8000000053,75000000133,560000006,890000686,410000001,F-25535/20,0,0,0,0,0,4
77701375,CIALIS 5MG X 28 COM,8000000053,75000000133,560000006,890000686,410000001,F-17724/19,0,0,0,0,0,28
77701376,CIBLEX 15MG X 30 COM,8000000000,75000000128,560000006,890000574,410000001,F-12348/17,0,0,0,1,0,30
77701378,CIBLEX 30MG X 30 COM,8000000000,75000000128,560000006,890000574,410000001,F-9773/16,0,0,0,1,0,30
77701380,CICLIDON 20 CD X 28 COM,8000000000,75000000042,560000006,890000304,410000004,F-18025/20,0,0,0,0,0,28
77701382,CICLIDON 20 X 21 COM,8000000000,75000000042,560000006,890000304,410000004,B-1528/21,0,0,0,0,0,21
77701383,CICLIDON X 21 COM,8000000000,75000000042,560000006,890000304,410000004,F-18515/21,0,0,0,0,0,21
77701386,CICLOBENZAPRINA 10MG X 20 COM,8000000035,75000000221,560000006,890000233,410000001,F-14687/20,0,0,0,1,1,20
77701389,CICLOBENZAPRINA 5MG X 20 COM,8000000091,75000000221,560000006,890000233,410000001,F-24012/18,0,0,0,1,1,20
77701391,CICLOMEX CD X 28 COM,8000000000,75000000042,560000006,890000372,410000004,F-17990/20,0,0,0,0,0,28
77701392,CICLOMEX X 21 COM,8000000000,75000000042,560000006,890000372,410000004,F-11120/21,0,0,0,0,0,21
77701393,CICLOMEX X 21 COM,8000000000,75000000042,560000006,890000372,410000004,F-11120/21,0,0,0,0,0,21
77701394,CICLOMEX 15 X 28 COM,8000000000,75000000042,560000006,890000372,410000004,F-9855/21,0,0,0,0,0,28
77701396,CICLOMEX 20 CD X 28 COM,8000000000,75000000042,560000006,890000372,410000004,F-17991/20,0,0,0,0,0,28
77701398,CICLOMEX 20 X 21 COM,8000000000,75000000042,560000006,890000372,410000004,F-11119/21,0,0,0,0,0,21
77701399,"CIDOTEN 0,5MG/ML X 30 ML",8000000113,75000000236,560000038,890000143,410000000,F-620/18,0,0,0,0,0,30
77701403,CIDOTEN RAPI/LENTO X 1 ,8000000113,75000000236,560000041,890000143,410000000,F-22865/21,1,0,0,0,0,1
77701404,CIDOTEN/LENTO 4MG/ML X 2 ML,8000000113,75000000236,560000041,890000143,410000000,F-22865/21,0,0,0,0,0,1
77701405,CIENTIFIC SYNOVIAL 60 X 1 INTRA/ARTICULAR,8000000071,75000000037,560000038,890000037,410000002,,0,0,0,0,0,1
77701414,CILOSVITAE 100MG X 28 COM,8000000073,75000000041,560000006,890000236,410000001,F-21312/19,0,0,0,1,0,28
77701415,CILOSVITAE 50MG X 28 COM,8000000073,75000000041,560000006,890000236,410000001,F-25419/20,0,0,0,1,0,28
77701416,CIMAL 20MG X 30 COM,8000000000,75000000128,560000006,890000245,410000001,F-580/18,0,0,0,1,0,30
77701419,CINARIZINA 75MG X 20 CAP,8000000114,75000000269,560000003,890000238,410000001,F-7083/20,0,0,0,1,1,20
77701420,CINARIZINA 75MG X 60 CAP,8000000114,75000000269,560000003,890000238,410000001,F-7083/20,0,0,0,1,1,60
77701421,CIPRAMIL 20MG X 28 COM,8000000100,75000000128,560000006,890000245,410000001,F-15347/20,0,0,0,0,0,28
77701425,CIPRODEX X 5 ML,8000000161,75000000039,560000041,890000241,410000000,F-9566/16,0,0,0,0,0,5
77701426,"CIPRODEX X 7,5 ML",8000000161,75000000039,560000014,890000241,410000000,F-14179/19,0,0,0,0,0,8
77701427,CIPROFIBRATO 100MG X 30 CAP,8000000004,75000000151,560000003,890000239,410000001,F-15855/16,0,0,0,0,1,30
77701428,CIPROFLOXACINO 500MG X 6 COM,8000000059,75000000216,560000006,890000240,410000000,F-18221/15,0,0,0,1,1,6
77701429,CIPROFLOXACINO 500MG X 6 COM,8000000126,75000000216,560000006,890000240,410000000,F-20908/19,0,0,0,1,1,6
77701431,CIPROFLOXACINO 500MG X 6 COM,8000000007,75000000216,560000006,890000240,410000000,F-24019/18,0,0,0,1,1,6
77701432,CIPROFLOXACINO 500MG X 6 COM,8000000035,75000000216,560000006,890000240,410000000,F-8360/21,0,0,0,1,1,6
77701433,CIPROFLOXACINO 500MG X 6 COM,8000000114,75000000216,560000006,890000240,410000000,F-9877/21,0,0,0,1,1,6
77701435,"CIPROVAL 0,3% X 5 ML",8000000161,75000000039,560000038,890000240,410000000,F-514/18,0,0,0,0,0,5
77701436,"CIPROVAL 0,3% X 3,5G UNG",8000000161,75000000039,560000044,890000240,410000003,F-9569/21,0,0,0,0,0,4
77701438,"CIPROVAL 0,3% X 5 ML",8000000161,75000000039,560000038,890000240,410000003,F-9567/21,0,0,0,0,0,5
77701439,CIPROVAL 500MG X 10 COM,8000000161,75000000216,560000006,890000240,410000000,F-5523/20,0,0,0,1,0,10
77701440,CIPROVAL 500MG X 20 COM,8000000161,75000000216,560000006,890000240,410000000,F-5523/20,0,0,0,1,0,20
77701442,CIRCALIFE 3MG X 30 CAP,8000000006,75000000232,560000003,890000539,410000001,F-23544/17,0,0,0,0,0,30
77701443,CIRCALIFE 3MG/ML X 30 ML,8000000006,75000000232,560000038,890000539,410000001,F-25907/21,0,0,0,0,0,30
77701444,"CIRCLET 0,12MG/0,015MG X 1 ",8000000113,75000000042,560000002,890000371,410000004,F-19937/18,0,0,1,0,0,1
77701445,CIRIAX 500MG X 10 COM,8000000111,75000000216,560000006,890000240,410000000,F-17398/19,0,0,0,1,0,10
77701447,CIRUELAX 500MG X 20 COM,8000000074,75000000230,560000006,890000668,410000002,N-31/16,0,0,0,0,0,20
77701449,CIRUELAX FORTE 125MG X 24 COM,8000000111,75000000230,560000006,890000219,410000002,N-488/20,0,0,0,0,0,24
77701450,CIRUELAX FORTE 125MG X 60 COM,8000000111,75000000230,560000006,890000219,410000002,N-488/20,0,0,0,0,0,60
77701453,CIRUELAX MINITABS 75MG X 100 COM,8000000111,75000000230,560000006,890000219,410000002,N-484/20,0,0,0,0,0,100
77701455,CIRUELAX MINITABS 75MG X 20 COM,8000000111,75000000230,560000006,890000219,410000002,N-484/20,0,0,0,0,0,20
77701465,CITALOPRAM 20MG X 30 COM,8000000114,75000000128,560000006,890000245,410000001,F-17253/18,0,0,0,1,1,30
77701469,CITALOPRAM 20MG X 30 COM,8000000035,75000000128,560000006,890000245,410000001,F-24604/19,0,0,0,1,1,30
77701472,CITONEURON X 30 CAP,8000000066,75000000130,560000003,#N/A,410000001,F-20731/18,0,0,0,0,0,30
77701474,CITRACAL MAX X 60 COM,8000000016,75000000262,560000006,890000200,410000002,,0,0,0,0,0,60
77701478,CITRUSPET REPELENTE NATURAL X 390 ML,8000000047,75000000226,560000036,890000084,410000002,,0,0,0,0,0,390
77701480,CLARAGINE MIEL LIMON X 8 COM,8000000141,75000000073,560000006,890000063,410000002,F-15516/21,0,0,0,0,0,8
77701481,CLARAGINE X 16 COM,8000000141,75000000073,560000006,890000063,410000002,F-10836/21,0,0,0,0,0,16
77701483,CLARID LAGRIMAS ARTIFICIALES X 15 ML,8000000089,75000000178,560000038,890000462,410000002,,0,0,0,0,0,15
77701484,CLARIMAX 125MG/5ML X 80ML GRANULAR,8000000005,75000000179,560000032,890000247,410000003,F-4214/20,0,0,0,1,0,80
77701486,CLARIMAX 500MG X 14 COM,8000000005,75000000179,560000006,890000247,410000003,F-14037/19,0,0,0,1,0,14
77701487,"CLARIMIR 0,12MG/ML X 15 ML",8000000005,75000000178,560000038,890000584,410000002,F-6598/20,0,0,0,0,0,15
77701489,CLARIMIR F X 15 ML,8000000005,75000000059,560000038,890000385,410000001,F-6599/20,0,0,0,0,0,15
77701491,CLARITROMICINA 250MG/5ML X 60ML GRANULAR,8000000117,75000000179,560000032,890000247,410000003,F-24761/19,0,0,0,0,1,60
77701493,CLARITROMICINA 500MG X 14 COM,8000000035,75000000179,560000006,890000247,410000003,F-13663/19,0,0,0,1,1,14
77701494,CLARITROMICINA 500MG X 14 COM,8000000035,75000000179,560000006,890000247,410000003,F-13663/19,0,0,0,1,1,14
77701495,CLARITROMICINA 500MG X 14 COM,8000000005,75000000179,560000006,890000247,410000003,F-13825/19,0,0,0,1,1,14
77701497,CLATIC 250MG/5ML X 80 ML,8000000131,75000000179,560000041,890000247,410000003,F-15417/21,0,0,0,0,0,80
77701507,CLAVINEX DUO CD 875MG/125MG X 14 COM,8000000161,75000000204,560000006,890000024,410000003,F-17898/20,0,0,0,0,0,14
77701508,CLAVINEX DUO CD 875MG/125MG X 20 COM,8000000161,75000000204,560000006,890000024,410000003,F-17898/20,0,0,0,0,0,20
77701510,CLAVINEX DUO FORTE 800MG/57MG X 70 ML,8000000161,75000000204,560000032,890000024,410000003,F-11949/17,0,0,0,0,0,70
77701513,CLAVINEX DUO X 70 ML,8000000161,75000000204,560000032,890000024,410000003,F-24648/19,0,0,0,0,0,70
77701518,"CLEAR EYES 0,012% X 15 ML",8000000126,75000000178,560000038,890000584,410000002,F-22543/21,0,0,0,1,0,15
77701524,CLINOMAT X 30 COM,8000000000,75000000245,560000006,890000337,410000001,F-15345/20,0,0,0,0,0,30
77701526,"CLOBADERM 0,05% X 25G CREM",8000000055,75000000251,560000007,890000250,410000001,F-24150/18,0,0,0,0,0,25
77701528,"CLOBETASOL 0,05% X 25G UNG",8000000086,75000000251,560000044,890000250,410000001,F-20962/19,0,0,0,0,1,25
77701530,"CLOBETASOL 0,05% X 25G CREM",8000000008,75000000251,560000007,890000250,410000001,F-24763/19,0,0,0,0,1,25
77701531,"CLOBETASOL 0,05% X 25G CREM",8000000114,75000000251,560000007,890000250,410000001,F-2703/20,0,0,0,0,1,25
77701532,"CLOBETASOL 0,05% X 25G CREM",8000000131,75000000251,560000007,890000250,410000001,F-14955/20,0,0,0,0,1,25
77701534,"CLOBETASOL 0,05% X 25G CREM",8000000086,75000000251,560000007,890000250,410000001,F-20963/19,0,0,0,0,1,25
77701535,"CLOBETASOL 0,05% X 25G UNG",8000000005,75000000251,560000044,890000250,410000001,F-1768/19,0,0,0,0,1,25
77701542,CLOFEXAN X 30 COM,8000000014,75000000059,560000006,890000146,410000000,F-9665/21,0,0,0,0,0,30
77701543,"CLONAZEPAM 0,5MG X 30 COM",8000000108,75000000031,560000006,890000252,410000005,F-12255/22,0,0,0,1,1,30
77701547,"CLONAZEPAM 0,5MG X 30 COM",8000000091,75000000031,560000006,890000252,410000005,F-15579/21,0,0,0,1,1,30
77701552,CLONAZEPAM 2MG X 30 COM,8000000091,75000000031,560000006,890000252,410000005,F-15580/21,0,0,0,1,1,30
77701553,"CLONEX CD 0,5MG X 30 COM",8000000060,75000000031,560000006,890000252,410000005,F-14217/19,0,0,0,0,0,30
77701555,CLONEX CD 2MG X 30 COM,8000000060,75000000031,560000006,890000252,410000005,F-14219/19,0,0,0,0,0,30
77701556,CLONIXINATO LISINA 125MG X 10 COM,8000000012,75000000024,560000006,890000253,410000001,F-18024/20,0,0,0,0,1,10
77701557,CLONIXINATO LISINA 125MG X 10 COM,8000000114,75000000024,560000006,890000253,410000001,F-9881/21,0,0,0,0,1,10
77701561,CLOPIDOGREL 75MG X 30 COM,8000000007,75000000041,560000006,890000255,410000001,F-25050/19,0,0,0,1,1,30
77701563,"CLORANFENICOL 0,5% X 10 ML",8000000161,75000000039,560000038,890000256,410000003,F-12979/18,0,0,1,0,1,10
77701565,"CLORANFENICOL 0,5% X 10 ML",8000000126,75000000039,560000038,890000256,410000003,F-20082/18,0,0,0,1,1,10
77701566,"CLORANFENICOL 0,5% X 10 ML",8000000086,75000000039,560000038,890000256,410000003,F-20370/18,0,0,0,0,1,10
77701567,"CLORANFENICOL 0,5% X 10 ML",8000000137,75000000039,560000038,890000256,410000003,F-25283/20,0,0,0,0,1,10
77701570,"CLORANFENICOL 1% X 3,5G UNG",8000000161,75000000039,560000044,890000256,410000003,F-12980/18,0,0,0,0,1,4
77701572,CLORANFENICOL 1% X 5G UNG,8000000027,75000000039,560000044,890000256,410000003,F-7259/20,0,0,0,0,1,5
77701574,CLORFENAMINA 4MG X 20 COM,8000000035,75000000059,560000006,890000258,410000001,F-3901/20,0,0,0,1,1,20
77701575,CLORFENAMINA 4MG X 20 COM,8000000114,75000000059,560000006,890000258,410000001,F-6877/20,0,0,0,1,1,20
77701576,CLORFERATON 2MG/5ML X 120 ML,8000000086,75000000059,560000021,890000258,410000001,F-26360/21,0,0,0,0,0,120
77701584,CLORURO ETILO X 100 ML,8000000151,75000000030,560000038,890000370,410000001,,0,0,0,0,1,100
77701591,CLORURO MAGNESIO X 120 CAP,8000000036,75000000182,560000003,890000524,410000002,,0,0,0,0,1,120
77701592,CLORURO MAGNESIO X 125 G,8000000049,75000000182,560000032,#N/A,410000002,,0,0,0,0,0,125
77701593,CLORURO MAGNESIO X 30 G,8000000162,75000000182,560000032,890000523,410000002,,0,0,0,0,1,30
77701595,CLORURO POTASIO 600MG X 50 COM,8000000027,75000000182,560000006,890000637,410000001,F-15464/21,0,0,0,0,1,50
77701598,"CLORURO SODIO 0,9% 5ML X 5 AMP",8000000027,75000000241,560000038,890000675,410000001,F-10012/21,0,0,0,0,0,5
77701600,"CLORURO SODIO 0,9% X 10 ML",8000000021,75000000241,560000038,890000675,410000001,F-14346/19,0,0,0,0,0,10
77701601,"CLORURO SODIO 0,9% X 5 ML",8000000027,75000000241,560000038,890000675,410000001,F-10012/16,0,0,0,0,0,5
77701602,"CLORURO SODIO 0,9% X 5 ML",8000000156,75000000241,560000038,890000675,410000001,F-10865/16,0,0,0,0,0,5
77701603,"CLORURO SODIO 0,9% X 500 ML",8000000015,75000000241,560000038,890000675,410000001,F-14349/19,0,0,0,1,0,500
77701604,"CLORURO SODIO 0,9% X 500 ML",8000000068,75000000241,560000038,890000675,410000001,F-25136/19,0,0,0,0,0,500
77701605,"CLORURO SODIO 0,9% X 500 ML",8000000156,75000000241,560000038,890000675,410000001,F-10865/16,0,0,0,0,0,500
77701607,"CLORURO SODIO 0,9% X 100 ML",8000000070,75000000099,560000038,890000675,410000004,F-10865,0,0,0,0,1,100
77701610,"CLORURO SODIO 0,9% X 10 ML",8000000028,75000000241,560000038,890000675,410000001,F-21453/19,0,0,0,0,1,10
77701611,"CLORURO SODIO 0,9% X 100 ML",8000000028,75000000241,560000038,890000675,410000001,F-21453/19,0,0,0,0,1,100
77701612,"CLORURO SODIO 0,9% X 1000 ML",8000000070,75000000241,560000038,890000675,410000001,F-22674/21,0,0,0,0,1,1000
77701617,"CLORURO SODIO 0,9% X 250 ML",8000000070,75000000241,560000038,890000675,410000001,F-21542/19,0,0,0,0,1,250
77701619,"CLORURO SODIO 0,9% X 500 ML",8000000028,75000000241,560000038,890000675,410000001,F-21453/19,0,0,0,0,1,500
77701620,"CLORURO SODIO 0,9% X 500 ML",8000000070,75000000241,560000038,890000675,410000001,,0,0,0,0,1,500
77701621,CLORURO SODIO 10% X 5 AMP,8000000156,75000000241,560000038,890000675,410000001,F-2119/19,0,0,0,0,1,5
77701625,"CLOTRIMAZOL 1%/BETAMETASONA 0,05% X 15G CREM",8000000008,75000000251,560000007,890000144,410000001,F-24774/19,0,0,0,0,1,15
77701628,"CLOTRIMAZOL 1%/BETAMETASONA 0,05% X 15G CREM",8000000089,75000000251,560000007,890000144,410000001,F-8917/16,0,0,0,0,1,15
77701631,"CLOTRIMAZOL 1%/BETAMETASONA 0,05% X 15G CREM",8000000086,75000000251,560000007,890000144,410000001,F-21381/19,0,0,0,0,1,15
77701632,CLOTRIMAZOL 1% X 20G CREM,8000000008,75000000251,560000007,890000272,410000002,F-24730/19,0,0,0,0,1,20
77701633,CLOTRIMAZOL 1% X 20G CREM,8000000131,75000000251,560000007,890000272,410000002,F-11607/21,0,0,0,0,1,20
77701634,CLOTRIMAZOL 1% X 20G CREM,8000000131,75000000251,560000007,890000272,410000002,F-11607/21,0,0,0,0,1,20
77701637,CLOTRIMAZOL 1% X 20G CREM,8000000126,75000000251,560000007,890000272,410000002,F-20104/18,0,0,0,0,1,20
77701641,CLOTRIMAZOL 1% X 20G CREM,8000000105,75000000251,560000007,890000272,410000002,F-24535/19,0,0,0,0,1,20
77701642,CLOTRIMAZOL 1% X 20G CREM,8000000035,75000000251,560000007,890000272,410000002,F-3902/20,0,0,0,0,1,20
77701643,CLOTRIMAZOL 1% X 20G CREM,8000000005,75000000251,560000007,890000272,410000002,F-6589/20,0,0,0,0,1,20
77701647,CLOTRIMAZOL 1% X 20G CREM,8000000007,75000000251,560000007,890000272,410000002,F-23683/18,0,0,0,0,1,20
77701648,CLOTRIMAZOL 1% X 20 ML,8000000131,75000000251,560000038,890000272,410000002,F-11611/21,0,0,0,0,1,20
77701656,CLOTRIMAZOL 100MG X 6 OV,8000000035,75000000268,560000029,890000272,410000003,F-3903/20,0,0,0,0,1,6
77701657,CLOTRIMAZOL 500MG X 1 COM,8000000012,75000000268,560000006,890000272,410000003,F-24104/18,0,0,0,0,1,1
77701659,CLOTRIMAZOL 500MG X 1 OV,8000000131,75000000268,560000029,890000272,410000003,F-11610/21,0,0,0,0,1,1
77701660,CLOTRIMAZOL 500MG X 1 OV,8000000086,75000000251,560000029,890000272,410000003,F-23884/18,0,0,0,0,0,1
77701661,CLOTRIMIN 1% X 100 G,8000000108,75000000251,560000032,890000272,410000002,F-7738/21,0,0,0,0,0,100
77701662,CLOTRIMIN 1% X 20G CREM,8000000108,75000000251,560000007,890000272,410000002,F-20943/19,0,0,0,0,0,20
77701664,CLOTRIMIN 1% X 20 ML,8000000108,75000000251,560000038,890000272,410000002,F-16733/18,0,0,0,0,0,20
77701667,CLOTRIMIN B X 15G CREM,8000000108,75000000251,560000007,890000144,410000001,F-15073/20,0,0,0,0,0,15
77701668,CLOTROMBIX 75MG X 30 COM,8000000121,75000000041,560000006,890000255,410000001,F-19113/21,0,0,0,1,0,30
77701671,CLOVAL 40MG X 20 COM,8000000161,75000000077,560000006,890000251,410000001,F-2148/19,0,0,0,0,0,20
77701677,CLOXACILINA 500MG X 12 CAP,8000000114,75000000204,560000003,890000274,410000003,F-15168/20,0,0,0,0,1,12
77701678,CLOXACILINA 500MG X 12 CAP,8000000126,75000000204,560000003,890000274,410000003,F-22984/21,0,0,0,0,1,12
77701679,CLOXACILINA 500MG X 6 CAP,8000000114,75000000204,560000003,890000274,410000003,F-15168/20,0,0,0,0,1,6
77701688,COBEFEN X 120 ML,8000000089,75000000059,560000021,890000146,410000000,F-8903/21,0,0,0,0,0,120
77701690,COBEFEN X 30 COM,8000000089,75000000059,560000006,890000146,410000000,F-8902/21,0,0,0,0,0,30
77701694,CODIPZONA 100MG X 30 COM,8000000000,75000000128,560000006,890000709,410000001,F-15118/20,0,0,0,0,0,30
77701717,COLGATE LUMINOUS WHITE X 140 G,8000000037,75000000201,560000031,#N/A,410000002,,0,0,0,0,0,140
77701719,COLIPER 2MG X 6 COM,8000000114,75000000046,560000006,890000514,410000001,F-843/18,0,0,0,0,0,6
77701720,COLIPER 2MG/ML X 10 ML,8000000114,75000000046,560000038,890000514,410000001,F-15172/20,0,0,0,0,0,10
77701721,COLLAGEN 500MG X 60 CAP,8000000036,75000000233,560000003,890000278,410000002,,0,0,0,0,0,60
77701722,COLLMAR COLAGENO MARINO X 180 COM,8000000048,75000000233,560000006,890000278,410000002,,0,0,0,0,0,180
77701724,COLMAX 125MG X 10 COM,8000000005,75000000024,560000006,890000253,410000001,F-11243/21,0,0,0,0,0,10
77701737,COLONGAL X 60 CAP,8000000073,75000000230,560000003,#N/A,410000002,,0,0,0,0,1,60
77701742,COMBODART X 30 CAP,8000000082,75000000259,560000003,890000341,410000001,F-20134/18,0,0,0,0,0,30
77701747,"CONCOR 1,25MG X 14 COM",8000000112,75000000057,560000006,890000162,410000001,F-4291/20,0,0,0,0,0,14
77701749,"CONCOR 2,5MG X 28 COM",8000000112,75000000057,560000006,890000162,410000001,F-4290/20,0,0,0,0,0,28
77701750,CONCOR 5MG X 28 COM,8000000112,75000000057,560000006,890000162,410000001,F-6029/20,0,0,0,0,0,28
77701754,CONDROSULF 800MG X 30 COM,8000000093,75000000037,560000006,890000285,410000001,F-15869/21,0,0,0,0,0,30
77701755,CONDROVET X 30 COM,8000000047,75000000233,560000006,890000286,410000002,,0,0,0,0,0,30
77701757,CONGESTEX X 10 CAP,8000000000,75000000053,560000003,890000594,410000001,F-10975/21,0,0,0,0,0,10
77701759,CONGESTEX X 120 ML,8000000000,75000000053,560000041,890000594,410000001,F-10976/21,0,0,0,0,0,120
77701764,CONTRALMOR X 6 SUP,8000000035,75000000055,560000040,890000148,410000001,F-3910/20,0,0,0,0,0,6
77701765,CONTUMAX 17G X 15 SOB,8000000171,75000000169,560000032,890000635,410000001,F-19791/18,0,0,0,0,0,15
77701770,COQUES 200MG X 10 CAP,8000000059,75000000024,560000003,890000227,410000001,F-23842/18,0,0,0,1,0,10
77701774,COQUES 200MG X 30 CAP,8000000059,75000000024,560000003,890000227,410000001,F-23842/18,0,0,0,1,0,30
77701776,COR 40MG X 30 CAP,8000000141,75000000078,560000003,890000359,410000001,F-17100/13,0,0,0,0,0,30
77701778,"CORDIAFLAN 0,5% X 60G CREM",8000000065,75000000134,560000007,890000288,410000002,N-487/20,0,0,0,0,0,60
77701779,CORDIAX 40MG X 30 COM,8000000000,75000000056,560000006,890000690,410000001,F-15384/21,0,0,0,1,0,30
77701780,CORDIAX 80MG X 30 COM,8000000000,75000000056,560000006,890000690,410000001,F-15360/20,0,0,0,1,0,30
77701784,CORDIAX-D FORTE X 30 COM,8000000000,75000000057,560000006,890000448,410000001,F-15380/21,0,0,0,0,0,30
77701787,COREGA TABS LIMPIEZA PROTECCION X 30 UN,#N/A,75000000008,560000042,#N/A,410000002,,0,0,0,0,0,30
77701788,COREGA ULTRA CREM MENTA X 20 G,#N/A,75000000008,560000007,#N/A,410000002,,0,0,0,0,0,20
77701792,COREGA ULTRA ADHESIVO X 22 G,#N/A,75000000008,560000032,#N/A,410000002,,0,0,0,0,0,22
