1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
77701354,CEREV500X14,7800026758649,5163,#N/A,CEREVAX 500MG X 14 COM,F-15430/16,CEFUROXIMA,890000226,ABBOTT,8000000000,500MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,14,UNIDAD,65000000003,CEFALOSPORINAS,75000000093,RMRSCS,410000000,1,0,0,1,
77701356,CETIR10X30,7804640561906,3470,$3.500,CETIRIZINA 10MG X 30 COM,F-26540/21,CETIRIZINA,890000231,HOSPIFARMA,8000000086,10MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,30,UNIDAD,65000000003,ANTIHISTAMINICOS ,75000000059,MRE,410000001,1,0,0,0,1664
77701357,CETIR10X30,7800007803320,5560,#N/A,CETIRIZINA 10MG X 30 COM,F-13749/19,CETIRIZINA,890000231,CHILE,8000000035,10MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,30,UNIDAD,65000000003,ANTIHISTAMINICOS ,75000000059,MRE,410000001,1,0,0,0,
77701358,CETIR55X60,7804640561418,3484,$4.700,CETIRIZINA 5MG/5ML X 60 ML,F-25139/19,CETIRIZINA,890000231,HOSPIFARMA,8000000086,5MG/5ML,JARABE,JAR.,560000021,1,60,100 ML,65000000001,ANTIHISTAMINICOS ,75000000059,MRE,410000001,0,0,0,0,1663
77701364,CEVICX3,7800086801309,4266,#N/A,CEVICORT RAPILENTO X 3 ML,F-20097/18,BETAMETASONA,890000143,BPH,8000000027,"3MG;3,9MG",SUSPENSION INYECTABLE,SUSP.,560000041,1,3,100 ML,65000000001,SISTEMICOS,75000000236,RMRSCS,410000000,0,0,0,1,
77701368,CHELTX30,7730969301162,6337,$16.800,CHELTIN FC X 30 COM,F-23393/17,ACIDO FOLICO|HIERRO,890000028,MEGALABS,8000000111,30MG;600MCG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,30,UNIDAD,65000000003,ANTIANEMICOS,75000000034,MRE,410000001,0,0,0,1,1661
77701371,CIALI20X1,7795990001313,6002,#N/A,CIALIS 20MG X 1 COM,F-25535/20,TADALAFILO,890000686,ELI LILLY,8000000053,20MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,1,UNIDAD,65000000003,ESTIMULANTES SEXUALES MASCULINOS,75000000133,MRE,410000001,0,0,0,1,
77701374,CIALI20X4,7795990001337,6001,#N/A,CIALIS 20MG X 4 COM,F-25535/20,TADALAFILO,890000686,ELI LILLY,8000000053,20MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,4,UNIDAD,65000000003,ESTIMULANTES SEXUALES MASCULINOS,75000000133,MRE,410000001,0,0,0,1,
77701375,CIALI5X28,7800067000318,4420,#N/A,CIALIS 5MG X 28 COM,F-17724/19,TADALAFILO,890000686,ELI LILLY,8000000053,5MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,28,UNIDAD,65000000003,ESTIMULANTES SEXUALES MASCULINOS,75000000133,MRE,410000001,0,0,0,1,
77701376,CIBLE15X30,7800026016213,5240,#N/A,CIBLEX 15MG X 30 COM,F-12348/17,MIRTAZAPINA,890000574,ABBOTT,8000000000,15MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,30,UNIDAD,65000000003,ESTABILIZADORES DEL ANIMO,75000000128,MRE,410000001,1,0,0,1,
77701378,CIBLE30X30,7800026008812,5271,#N/A,CIBLEX 30MG X 30 COM,F-9773/16,MIRTAZAPINA,890000574,ABBOTT,8000000000,30MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,30,UNIDAD,65000000003,ESTABILIZADORES DEL ANIMO,75000000128,MRE,410000001,1,0,0,1,
77701380,CICLI20X28,7800026123584,5194,#N/A,CICLIDON 20 CD X 28 COM,F-18025/20,DESOGESTREL|ETINILESTRADIOL,890000304,ABBOTT,8000000000,150MCG;20MCG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,28,UNIDAD,65000000003,ANTICONCEPTIVOS,75000000042,WP,410000004,0,0,0,1,
77701382,CICLI20X21,7800026029633,5213,#N/A,CICLIDON 20 X 21 COM,B-1528/21,DESOGESTREL|ETINILESTRADIOL,890000304,ABBOTT,8000000000,150MCG;20MCG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,21,UNIDAD,65000000003,ANTICONCEPTIVOS,75000000042,WP,410000004,0,0,0,1,
77701383,CICLIX21,7800026211021,5185,#N/A,CICLIDON X 21 COM,F-18515/21,DESOGESTREL|ETINILESTRADIOL,890000304,ABBOTT,8000000000,150MCG;30MCG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,21,UNIDAD,65000000003,ANTICONCEPTIVOS,75000000042,WP,410000004,0,0,0,1,
77701386,CICLO10X20,7804620830299,3678,#N/A,CICLOBENZAPRINA 10MG X 20 COM,F-14687/20,CICLOBENZAPRINA,890000233,CHILE,8000000035,10MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,20,UNIDAD,65000000003,RELAJANTES MUSCULARES,75000000221,MRE,410000001,1,0,0,0,
77701389,CICLO5X20,7804614931834,3737,#N/A,CICLOBENZAPRINA 5MG X 20 COM,F-24012/18,CICLOBENZAPRINA,890000233,IPHSA,8000000091,5MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,20,UNIDAD,65000000003,RELAJANTES MUSCULARES,75000000221,MRE,410000001,1,0,0,0,
77701394,CICLO15X28,7800026211014,5186,#N/A,CICLOMEX 15 X 28 COM,F-9855/21,ETINILESTRADIOL|GESTODENO,890000372,ABBOTT,8000000000,(CAFE)60MCG;15MCG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,28,UNIDAD,65000000003,ANTICONCEPTIVOS,75000000042,WP,410000004,0,0,0,1,
77701396,CICLO20X28,7800026123577,5195,#N/A,CICLOMEX 20 CD X 28 COM,F-17991/20,ETINILESTRADIOL|GESTODENO,890000372,ABBOTT,8000000000,"0,02MG;0,075MG;",COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,28,UNIDAD,65000000003,ANTICONCEPTIVOS,75000000042,WP,410000004,0,0,0,1,
77701398,CICLO20X21,7800026029640,5212,#N/A,CICLOMEX 20 X 21 COM,F-11119/21,ETINILESTRADIOL|GESTODENO,890000372,ABBOTT,8000000000,"0,02MG;0,075MG",COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,21,UNIDAD,65000000003,ANTICONCEPTIVOS,75000000042,WP,410000004,0,0,0,1,
77701391,CICLOX28,7800026123515,5196,#N/A,CICLOMEX CD X 28 COM,F-17990/20,ETINILESTRADIOL|GESTODENO,890000372,ABBOTT,8000000000,"0,03MG;0,075MG",COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,28,UNIDAD,65000000003,ANTICONCEPTIVOS,75000000042,WP,410000004,0,0,0,1,
77701392,CICLOX21,7804900632506,3069,#N/A,CICLOMEX X 21 COM,F-11120/21,ETINILESTRADIOL|GESTODENO,890000372,ABBOTT,8000000000,"0,03MG;0,075MG",COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,21,UNIDAD,65000000003,ANTICONCEPTIVOS,75000000042,WP,410000004,0,0,0,1,
77701393,CICLOX21,7800026029657,5211,#N/A,CICLOMEX X 21 COM,F-11120/21,ETINILESTRADIOL|GESTODENO,890000372,ABBOTT,8000000000,"0,03MG;0,075MG",COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,21,UNIDAD,65000000003,ANTICONCEPTIVOS,75000000042,WP,410000004,0,0,0,1,
77701399,CIDOT05X30,7800019010198,5364,#N/A,"CIDOTEN 0,5MG/ML X 30 ML",F-620/18,BETAMETASONA,890000143,MERCK SHARP&DOHME,8000000113,"0,5MG/ML",SOLUCION ORAL PARA GOTAS,SOL.,560000038,1,30,100 ML,65000000001,SISTEMICOS,75000000236,RMRSCS,410000000,0,0,0,1,
77701403,CIDOTX1,7800019000458,5365,$23.000,CIDOTEN RAPI/LENTO X 1 ,F-22865/21,BETAMETASONA,890000143,MERCK SHARP&DOHME,8000000113,"3MG;3,945MG",SUSPENSION INYECTABLE,SUSP.,560000041,0,1,UNIDAD,65000000003,SISTEMICOS,75000000236,RMRSCS,410000000,0,0,1,1,1657
77701404,CIDOT4X2,7800019012048,5362,#N/A,CIDOTEN/LENTO 4MG/ML X 2 ML,F-22865/21,BETAMETASONA,890000143,MERCK SHARP&DOHME,8000000113,4MG/ML,SUSPENSION INYECTABLE,SUSP.,560000041,1,1,100 ML,65000000001,SISTEMICOS,75000000236,RMRSCS,410000000,0,0,0,1,
77701405,CIENT60X1,7898552460105,952,#N/A,CIENTIFIC SYNOVIAL 60 X 1 INTRA/ARTICULAR,,ACIDO HIALURONICO,890000037,GADOR,8000000071,30MG/ML,SOLUCION INTRA-ARTICULAR,SOL.,560000038,1,1,UNIDAD,65000000003,ANTIARTROSICOS Y ANTIARTRITICOS,75000000037,NP,410000002,0,0,0,1,
77701414,CILOS100X28,7804653720055,3282,$12.000,CILOSVITAE 100MG X 28 COM,F-21312/19,CILOSTAZOL,890000236,GALENICUM,8000000073,100MG,COMPRIMIDOS,COM.,560000006,0,28,UNIDAD,65000000003,ANTICOAGULANTES,75000000041,MRE,410000001,1,0,0,1,1654
77701415,CILOS50X28,8437020503150,602,$13.700,CILOSVITAE 50MG X 28 COM,F-25419/20,CILOSTAZOL,890000236,GALENICUM,8000000073,50MG,COMPRIMIDOS,COM.,560000006,0,28,UNIDAD,65000000003,ANTICOAGULANTES,75000000041,MRE,410000001,1,0,0,1,1653
77701416,CIMAL20X30,7800026024560,5225,#N/A,CIMAL 20MG X 30 COM,F-580/18,CITALOPRAM,890000245,ABBOTT,8000000000,20MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,30,UNIDAD,65000000003,ESTABILIZADORES DEL ANIMO,75000000128,MRE,410000001,1,0,0,1,
77701419,CINAR75X20,7800063120317,4490,#N/A,CINARIZINA 75MG X 20 CAP,F-7083/20,CINARIZINA,890000238,MINTLAB,8000000114,75MG,CAPSULAS,CAPS.,560000003,0,20,UNIDAD,65000000003,VASODILATADORES CEREBRALES Y PERIFERICOS,75000000269,MRE,410000001,1,0,0,0,
77701420,CINAR75X60,7800063120324,4489,#N/A,CINARIZINA 75MG X 60 CAP,F-7083/20,CINARIZINA,890000238,MINTLAB,8000000114,75MG,CAPSULAS,CAPS.,560000003,0,60,UNIDAD,65000000003,VASODILATADORES CEREBRALES Y PERIFERICOS,75000000269,MRE,410000001,1,0,0,0,
77701421,CIPRA20X28,7804602070101,3849,#N/A,CIPRAMIL 20MG X 28 COM,F-15347/20,CITALOPRAM,890000245,LUNDBECK,8000000100,20MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,28,UNIDAD,65000000003,ESTABILIZADORES DEL ANIMO,75000000128,MRE,410000001,0,0,0,1,
77701425,CIPROX5,7800060030183,4727,#N/A,CIPRODEX X 5 ML,F-9566/16,CIPROFLOXACINO|DEXAMETASONA,890000241,SAVAL,8000000161,"0,35G/ML;0,1G/ML",SUSPENSION OFTALMICA,SUSP.,560000041,1,5,100 ML,65000000001,ANTIBIOTICOS,75000000039,RMRSCS,410000000,0,0,0,1,1651
77701426,CIPROX75,7800060118867,4685,$28.300,"CIPRODEX X 7,5 ML",F-14179/19,CIPROFLOXACINO|DEXAMETASONA,890000241,SAVAL,8000000161,"0,35G/ML;0,1G/ML",SUSPENSION OTICA,GOT.,560000014,1,8,100 ML,65000000001,ANTIBIOTICOS,75000000039,RMRSCS,410000000,0,0,0,1,1650
77701427,CIPRO100X30,7800097002412,4243,$12.600,CIPROFIBRATO 100MG X 30 CAP,F-15855/16,CIPROFIBRATO,890000239,ALPES CHEMIE,8000000004,100MG,CAPSULAS,CAPS.,560000003,0,30,UNIDAD,65000000003,HIPOLIPEMIANTES ,75000000151,MRE,410000001,0,0,0,0,
77701433,CIPRO500X6,7800063110639,4536,$1.500,CIPROFLOXACINO 500MG X 6 COM,F-9877/21,CIPROFLOXACINO,890000240,MINTLAB,8000000114,500MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,6,UNIDAD,65000000003,QUINOLONAS,75000000216,RMRSCS,410000000,1,0,0,0,1647
77701432,CIPRO500X6,7800007790309,5587,$1.700,CIPROFLOXACINO 500MG X 6 COM,F-8360/21,CIPROFLOXACINO,890000240,CHILE,8000000035,500MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,6,UNIDAD,65000000003,QUINOLONAS,75000000216,RMRSCS,410000000,1,0,0,0,1648
77701431,CIPRO500X6,7804650880288,3414,$1.500,CIPROFLOXACINO 500MG X 6 COM,F-24019/18,CIPROFLOXACINO,890000240,ASCEND,8000000007,500MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,6,UNIDAD,65000000003,QUINOLONAS,75000000216,RMRSCS,410000000,1,0,0,0,1649
77701429,CIPRO500X6,7804620833085,3646,#N/A,CIPROFLOXACINO 500MG X 6 COM,F-20908/19,CIPROFLOXACINO,890000240,OPKO,8000000126,500MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,6,UNIDAD,65000000003,QUINOLONAS,75000000216,RMRSCS,410000000,1,0,0,0,
77701428,CIPRO500X6,7800046002296,4894,#N/A,CIPROFLOXACINO 500MG X 6 COM,F-18221/15,CIPROFLOXACINO,890000240,EUROFARMA,8000000059,500MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,6,UNIDAD,65000000003,QUINOLONAS,75000000216,RMRSCS,410000000,1,0,0,0,
77701436,CIPRO03X35,7800060110106,4714,#N/A,"CIPROVAL 0,3% X 3,5G UNG",F-9569/21,CIPROFLOXACINO,890000240,SAVAL,8000000161,"0,3%",UNGUENTO OFTALMICO,UNG.,560000044,0,4,100 G,65000000000,ANTIBIOTICOS,75000000039,APR,410000003,0,0,0,1,1645
77701438,CIPRO03X5,7800060001848,4763,$20.000,"CIPROVAL 0,3% X 5 ML",F-9567/21,CIPROFLOXACINO,890000240,SAVAL,8000000161,"0,3%",SOLUCION OFTALMICA ESTERIL,SOL.,560000038,1,5,100 ML,65000000001,ANTIBIOTICOS,75000000039,APR,410000003,0,0,0,1,1644
77701435,CIPRO03X5,7800060111776,4709,$20.000,"CIPROVAL 0,3% X 5 ML",F-514/18,CIPROFLOXACINO,890000240,SAVAL,8000000161,"0,3%",SOLUCION PARA GOTAS OTICAS,SOL.,560000038,1,5,100 ML,65000000001,ANTIBIOTICOS,75000000039,RMRSCS,410000000,0,0,0,1,1646
77701439,CIPRO500X10,7800060007130,4744,#N/A,CIPROVAL 500MG X 10 COM,F-5523/20,CIPROFLOXACINO,890000240,SAVAL,8000000161,500MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,10,UNIDAD,65000000003,QUINOLONAS,75000000216,RMRSCS,410000000,1,0,0,1,
77701440,CIPRO500X20,7800060018174,4730,#N/A,CIPROVAL 500MG X 20 COM,F-5523/20,CIPROFLOXACINO,890000240,SAVAL,8000000161,500MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,20,UNIDAD,65000000003,QUINOLONAS,75000000216,RMRSCS,410000000,1,0,0,1,
77701442,CIRCA3X30,7803501003715,3934,#N/A,CIRCALIFE 3MG X 30 CAP,F-23544/17,MELATONINA,890000539,ARAMA,8000000006,3MG,CAPSULAS,CAPS.,560000003,0,30,UNIDAD,65000000003,SISTEMA NERVIOSO CENTRAL Y PERIFERICO,75000000232,MRE,410000001,0,0,0,1,
77701443,CIRCA3X30,7803501004422,3924,#N/A,CIRCALIFE 3MG/ML X 30 ML,F-25907/21,MELATONINA,890000539,ARAMA,8000000006,3MG/ML,SOLUCION ORAL PARA GOTAS,SOL.,560000038,1,30,100 ML,65000000001,SISTEMA NERVIOSO CENTRAL Y PERIFERICO,75000000232,MRE,410000001,0,0,0,1,
77701444,CIRCL0120015X1,7800042000166,4943,#N/A,"CIRCLET 0,12MG/0,015MG X 1 ",F-19937/18,ETINILESTRADIOL|ETONOGESTREL,890000371,MERCK SHARP&DOHME,8000000113,"0,12MG;0,015MG",ANILLO VAGINAL,ANILL.,560000002,0,1,UNIDAD,65000000003,ANTICONCEPTIVOS,75000000042,WP,410000004,0,1,0,1,
77701445,CIRIA500X10,7730969303715,6336,#N/A,CIRIAX 500MG X 10 COM,F-17398/19,CIPROFLOXACINO,890000240,MEGALABS,8000000111,500MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,10,UNIDAD,65000000003,QUINOLONAS,75000000216,RMRSCS,410000000,1,0,0,1,
77701447,CIRUE500X20,7803510000590,3877,#N/A,CIRUELAX 500MG X 20 COM,N-31/16,SEN,890000668,GARDEN HOUSE,8000000074,500MG,COMPRIMIDOS,COM.,560000006,0,20,UNIDAD,65000000003,SISTEMA GASTROINTESTINAL,75000000230,NP,410000002,0,0,0,1,
77701449,CIRUE125X24,7803510001931,3876,$5.800,CIRUELAX FORTE 125MG X 24 COM,N-488/20,CASSIA ANGUSTIFOLIA,890000219,MEGALABS,8000000111,125MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,24,UNIDAD,65000000003,SISTEMA GASTROINTESTINAL,75000000230,NP,410000002,0,0,0,1,1642
77701450,CIRUE125X60,7803510002396,3873,$8.500,CIRUELAX FORTE 125MG X 60 COM,N-488/20,CASSIA ANGUSTIFOLIA,890000219,MEGALABS,8000000111,125MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,60,UNIDAD,65000000003,SISTEMA GASTROINTESTINAL,75000000230,NP,410000002,0,0,0,1,
77701453,CIRUE75X100,7803510002266,3874,#N/A,CIRUELAX MINITABS 75MG X 100 COM,N-484/20,CASSIA ANGUSTIFOLIA,890000219,MEGALABS,8000000111,75MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,100,UNIDAD,65000000003,SISTEMA GASTROINTESTINAL,75000000230,NP,410000002,0,0,0,1,
77701455,CIRUE75X20,7803510002129,3875,$4.700,CIRUELAX MINITABS 75MG X 20 COM,N-484/20,CASSIA ANGUSTIFOLIA,890000219,MEGALABS,8000000111,75MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,20,UNIDAD,65000000003,SISTEMA GASTROINTESTINAL,75000000230,NP,410000002,0,0,0,1,1641
77701469,CITAL20X30,7800007806901,5531,$4.900,CITALOPRAM 20MG X 30 COM,F-24604/19,CITALOPRAM,890000245,CHILE,8000000035,20MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,30,UNIDAD,65000000003,ESTABILIZADORES DEL ANIMO,75000000128,MRE,410000001,1,0,0,0,1639
77701465,CITAL20X30,7800097001415,4250,#N/A,CITALOPRAM 20MG X 30 COM,F-17253/18,CITALOPRAM,890000245,MINTLAB,8000000114,20MG,COMPRIMIDOS,COM.,560000006,0,30,UNIDAD,65000000003,ESTABILIZADORES DEL ANIMO,75000000128,MRE,410000001,1,0,0,0,
77701472,CITONX30,7804636590200,3539,#N/A,CITONEURON X 30 CAP,F-20731/18,,#N/A,FERRER,8000000066,"3,276MG;1,2MG;1,648MG",CAPSULAS,CAPS.,560000003,0,30,UNIDAD,65000000003,ESTIMULANTES CEREBRALES,75000000130,MRE,410000001,0,0,0,1,
77701474,CITRAX60,7805750002860,1758,#N/A,CITRACAL MAX X 60 COM,,CALCIO|VIT D,890000200,BAYER,8000000016,630MG;500UI,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,60,UNIDAD,65000000003,TRATAMIENTOS OSTEOPOROSIS,75000000262,NP,410000002,0,0,0,1,
77701478,CITRUX390,7800006007538,5737,#N/A,CITRUSPET REPELENTE NATURAL X 390 ML,,ALOE,890000084,DRAG PHARMA,8000000047,,SHAMPOO,SHAMP.,560000036,1,390,100 ML,65000000001,SHAMPOO Y ACONDICIONADORES,75000000226,NP,410000002,0,0,0,1,
77701480,CLARAX8,7804918500064,2679,#N/A,CLARAGINE MIEL LIMON X 8 COM,F-15516/21,ALANTOINA|CETILPIRIDINIO,890000063,PRATER,8000000141,"10MG;2,5MG",COMPRIMIDOS DE DISOLUCION BUCAL,COM.,560000006,0,8,UNIDAD,65000000003,ANTISEPTICOS BUCALES,75000000073,NP,410000002,0,0,0,1,1636
77701481,CLARAX16,7804918402054,2724,$4.100,CLARAGINE X 16 COM,F-10836/21,ALANTOINA|CETILPIRIDINIO,890000063,PRATER,8000000141,"10MG;2,5MG",COMPRIMIDOS DE DISOLUCION BUCAL,COM.,560000006,0,16,UNIDAD,65000000003,ANTISEPTICOS BUCALES,75000000073,NP,410000002,0,0,0,1,1635
77701483,CLARIX15,7800038000033,5032,#N/A,CLARID LAGRIMAS ARTIFICIALES X 15 ML,,HIPROMELOSA,890000462,INSTITUTO SANITAS,8000000089,7MG,SOLUCION OFTALMICA ESTERIL,SOL.,560000038,1,15,100 ML,65000000001,LUBRICANTES Y DESCONGESTIONANTES,75000000178,NP,410000002,0,0,0,1,
77701484,CLARI1255X80,7800018150758,5404,#N/A,CLARIMAX 125MG/5ML X 80ML GRANULAR,F-4214/20,CLARITROMICINA,890000247,ANDROMACO,8000000005,125MG/5ML,POLVO GRANULAR PARA SUSPENSION ORAL,POLV.,560000032,1,80,100 ML,65000000001,MACROLIDOS,75000000179,APR,410000003,1,0,0,1,
77701486,CLARI500X14,7800018150741,5405,#N/A,CLARIMAX 500MG X 14 COM,F-14037/19,CLARITROMICINA,890000247,ANDROMACO,8000000005,500MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,14,UNIDAD,65000000003,MACROLIDOS,75000000179,APR,410000003,1,0,0,1,
77701487,CLARI012X15,7800018110196,5433,#N/A,"CLARIMIR 0,12MG/ML X 15 ML",F-6598/20,NAFAZOLINA,890000584,ANDROMACO,8000000005,"0,01%",SOLUCION OFTALMICA ESTERIL,SOL.,560000038,1,15,100 ML,65000000001,LUBRICANTES Y DESCONGESTIONANTES,75000000178,NP,410000002,0,0,0,1,1634
77701489,CLARIX15,7800018110493,5432,#N/A,CLARIMIR F X 15 ML,F-6599/20,FENIRAMINA|NAFAZOLINA,890000385,ANDROMACO,8000000005,"0,25MG/ML;3MG/ML",SOLUCION OFTALMICA ESTERIL,SOL.,560000038,1,15,100 ML,65000000001,ANTIHISTAMINICOS ,75000000059,MRE,410000001,0,0,0,1,1633
77701491,CLARI2505X60,8901790710747,366,$8.300,CLARITROMICINA 250MG/5ML X 60ML GRANULAR,F-24761/19,CLARITROMICINA,890000247,NEOETHICALS,8000000117,250MG/5ML,POLVO GRANULAR PARA SUSPENSION ORAL,POLV.,560000032,0,60,100 ML,65000000001,MACROLIDOS,75000000179,APR,410000003,0,0,0,0,1631
77701495,CLARI500X14,7800018132105,5406,$4.900,CLARITROMICINA 500MG X 14 COM,F-13825/19,CLARITROMICINA,890000247,ANDROMACO,8000000005,500MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,14,UNIDAD,65000000003,MACROLIDOS,75000000179,APR,410000003,1,0,0,0,1629
77701494,CLARI500X14,7800007659279,5657,$5.700,CLARITROMICINA 500MG X 14 COM,F-13663/19,CLARITROMICINA,890000247,CHILE,8000000035,500MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,14,UNIDAD,65000000003,MACROLIDOS,75000000179,APR,410000003,1,0,0,0,1630
77701493,CLARI500X14,7800041040873,4966,#N/A,CLARITROMICINA 500MG X 14 COM,F-13663/19,CLARITROMICINA,890000247,CHILE,8000000035,500MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,14,UNIDAD,65000000003,MACROLIDOS,75000000179,APR,410000003,1,0,0,0,
77701497,CLATI2505X80,7800068011023,4398,$16.500,CLATIC 250MG/5ML X 80 ML,F-15417/21,CLARITROMICINA,890000247,PASTEUR,8000000131,250MG/5ML,SUSPENSION ORAL,SUSP.,560000041,1,80,100 ML,65000000001,MACROLIDOS,75000000179,APR,410000003,0,0,0,1,1628
77701507,CLAVI875125X14,7800060142060,4647,#N/A,CLAVINEX DUO CD 875MG/125MG X 14 COM,F-17898/20,ACIDO CLAVULANICO|AMOXICILINA,890000024,SAVAL,8000000161,875MG;125MG,COMPRIMIDOS DISPERSABLES,COM.,560000006,0,14,UNIDAD,65000000003,PENICILINICOS,75000000204,APR,410000003,0,0,0,1,
77701508,CLAVI875125X20,7800060142145,4646,#N/A,CLAVINEX DUO CD 875MG/125MG X 20 COM,F-17898/20,ACIDO CLAVULANICO|AMOXICILINA,890000024,SAVAL,8000000161,875MG;125MG,COMPRIMIDOS DISPERSABLES,COM.,560000006,0,20,UNIDAD,65000000003,PENICILINICOS,75000000204,APR,410000003,0,0,0,1,
77701510,CLAVI80057X70,7800060116306,4695,$24.900,CLAVINEX DUO FORTE 800MG/57MG X 70 ML,F-11949/17,ACIDO CLAVULANICO|AMOXICILINA,890000024,SAVAL,8000000161,800MG/5ML;57MG/5ML,POLVO PARA SUSPENSION ORAL,POLV.,560000032,1,70,100 ML,65000000001,PENICILINICOS,75000000204,APR,410000003,0,0,0,1,1623
77701513,CLAVIX70,7800060111691,4710,$24.600,CLAVINEX DUO X 70 ML,F-24648/19,ACIDO CLAVULANICO|AMOXICILINA,890000024,SAVAL,8000000161,400MG/5ML;57MG/5ML,POLVO PARA SUSPENSION ORAL,POLV.,560000032,1,70,100 ML,65000000001,PENICILINICOS,75000000204,APR,410000003,0,0,0,1,1620
77701518,CLEAR0012X15,7804620832408,3656,#N/A,"CLEAR EYES 0,012% X 15 ML",F-22543/21,NAFAZOLINA,890000584,OPKO,8000000126,"0,01%",SOLUCION OFTALMICA,SOL.,560000038,1,15,100 ML,65000000001,LUBRICANTES Y DESCONGESTIONANTES,75000000178,NP,410000002,1,0,0,1,
77701524,CLINOX30,7800026089743,5202,#N/A,CLINOMAT X 30 COM,F-15345/20,DROSPIRENONA|ESTRADIOL,890000337,ABBOTT,8000000000,1MG;2MG,COMPRIMIDOS RECUBIERTOS,COM.,560000006,0,30,UNIDAD,65000000003,TERAPIAS MENOPAUSIA,75000000245,MRE,410000001,0,0,0,1,
77701526,CLOBA005X25,7809604500823,1326,#N/A,"CLOBADERM 0,05% X 25G CREM",F-24150/18,CLOBETASOL,890000250,ESAN,8000000055,"0,05%",CREMA TOPICA,CREM.,560000007,1,25,100 G,65000000000,TOPICOS,75000000251,MRE,410000001,0,0,0,1,
77701534,CLOBE005X25,7804640560411,3517,$2.100,"CLOBETASOL 0,05% X 25G CREM",F-20963/19,CLOBETASOL,890000250,HOSPIFARMA,8000000086,"0,05%",CREMA TOPICA,CREM.,560000007,0,25,100 G,65000000000,TOPICOS,75000000251,MRE,410000001,0,0,0,0,1614
77701532,CLOBE005X25,7800068030130,4353,#N/A,"CLOBETASOL 0,05% X 25G CREM",F-14955/20,CLOBETASOL,890000250,PASTEUR,8000000131,"0,05%",CREMA TOPICA,CREM.,560000007,0,25,100 G,65000000000,TOPICOS,75000000251,MRE,410000001,0,0,0,0,1616
77701530,CLOBE005X25,8906101411757,301,#N/A,"CLOBETASOL 0,05% X 25G CREM",F-24763/19,CLOBETASOL,890000250,ASMOH,8000000008,"0,05%",CREMA TOPICA,CREM.,560000007,0,25,100 G,65000000000,TOPICOS,75000000251,MRE,410000001,0,0,0,0,
77701531,CLOBE005X25,7800063160061,4470,#N/A,"CLOBETASOL 0,05% X 25G CREM",F-2703/20,CLOBETASOL,890000250,MINTLAB,8000000114,"0,05%",CREMA TOPICA,CREM.,560000007,0,25,100 G,65000000000,TOPICOS,75000000251,MRE,410000001,0,0,0,0,
77701528,CLOBE005X25,7804640560428,3516,$4.500,"CLOBETASOL 0,05% X 25G UNG",F-20962/19,CLOBETASOL,890000250,HOSPIFARMA,8000000086,"0,05%",UNGUENTO DERMICO,UNG.,560000044,0,25,100 G,65000000000,TOPICOS,75000000251,MRE,410000001,0,0,0,0,1617
