"id"|"EAN13"|"CODE_ISP"|"EDITABLE_NAME"|"PRINCIPE_ACTIVE"|"CLEAR_CONCENTRATION"|"CONCENTRATION"|"SHAPE_PHARMACY"|"QUANTITY_PER_CONTAINER"|"UNIT_OF_MEASUREMENT"|"LABORATORY"|"MASTER_CATEGORY"|"CATEGORY"|"SUB_CATEGORY"|"PRESCRIPTION_TYPE"|"BIOEQUIVALENT"|"COOLED"|"CENABAST"|"BRAND"|"LIQUID"
777000216|7800007649126|"F-8455/21"|"LORATADINA 10 MG X 30 COMPRIMIDOS"|"LORATADINA 10 MG"|"10"|"10 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"ANTIHISTAMINICOS (ALERGIAS)"|"MRE"|1|0||0|0
777000217|7800007659279|"F-13663/19"|"CLARITROMICINA 500 MG X 14 COMPRIMIDOS RECUBIERTOS"|"CLARITROMICINA 500 MG"|"500"|"500 MG"|"COMPRIMIDOS RECUBIERTOS"|"14"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"ANTIBIOTICOS"|"MACROLIDOS"|"APR"|1|0||0|0
777000218|7800007659354|"F-13747/19"|"MELOXICAM 15 MG X 10 COMPRIMIDOS"|"MELOXICAM 15 MG"|"15"|"15 MG"|"COMPRIMIDOS"|"10"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|1|0||0|0
777000219|7800007661258|"F-4270/20"|"AZITROMICINA 500 MG X 6 COMPRIMIDOS RECUBIERTOS"|"AZITROMICINA 500 MG"|"500"|"500 MG"|"COMPRIMIDOS RECUBIERTOS"|"6"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"ANTIBIOTICOS"|"MACROLIDOS"|"APR"|1|0||0|0
777000220|7800007670595|"F-14271/19"|"SERTRALINA 50 MG X 30 COMPRIMIDOS"|"SERTRALINA 50 MG"|"50"|"50 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ESTABILIZADORES DEL ANIMO"|"MRE"|1|0||0|0
777000221|7800007672964|"F-14077/19"|"NEO-ALERTOP 5 MG X 30 COMPRIMIDOS RECUBIERTOS"|"LEVOCETIRIZINA DICLORHIDRATO 5 MG"|"5"|"5 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"ANTIHISTAMINICOS (ALERGIAS)"|"MRE"|1|0||1|0
777000222|7800007679895|"F-24122/18"|"LOSARTAN POTASICO 50 MG X 30 COMPRIMIDOS RECUBIERTOS"|"LOSARTAN 50 MG"|"50"|"50 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTIHIPERTENSIVOS"|"MRE"|1|0||0|0
777000223|7800007698414|"F-8344/21"|"KETOROLACO TROMETAMOL 10 MG X 10 COMPRIMIDOS RECUBIERTOS"|"KETOROLACO TROMETAMOL 10 MG"|"10"|"10 MG"|"COMPRIMIDOS RECUBIERTOS"|"10"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|0|0||0|0
777000224|7800007711458|"F-14830/20"|"KITADOL 160 MG X 16 COMPRIMIDOS MASTICABLES"|"PARACETAMOL 160 MG"|"160"|"160 MG"|"COMPRIMIDOS MASTICABLES"|"16"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"NP"|0|0||1|0
777000225|7800007737922|"F-23685/18"|"FLUCONAZOL 150 MG X 2 CÁPSULAS"|"FLUCONAZOL 150 MG"|"150"|"150 MG"|"CAPSULAS"|"2"|"CAPSULA"|"CHILE"|"MEDICAMENTOS"|"ANTIMICOTICOS"|"SISTEMICOS"|"APR"|1|0||0|0
777000226|7800007759221|"F-14634/20"|"METFORMINA CLORHIDRATO 850 MG X 30 COMPRIMIDOS RECUBIERTOS"|"METFORMINA CLORHIDRATO 850 MG"|"850"|"850 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA ENDOCRINO (HORMONAL) Y METABOLISMO"|"HIPOGLICEMIANTES"|"MRE"|1|0||0|0
777000227|7800007770707|"F-18098/20"|"HEROLAN SF 10 ML X 200 DOSIS AEROSOL PARA INHALACIÓN"|"BECLOMETASONA 50 MCG/PUFF SALBUTAMOL 100 MCG/PUFF"|"50;100"|"50 MCG/PUFF;100 MCG/PUFF"|"AEROSOL PARA INHALACION"|"200"|"DOSIS"|"CHILE"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"BRONCODILATADORES"|"RMRSCS"|0|0||1|0
777000228|7800007770974|"F-18106/20"|"SINASMAL SF 100 MCG/DOSIS X 10 ML AEROSOL PARA INHALACIÓN"|"SALBUTAMOL 100 MCG/DOSIS"|"100"|"100 MCG/DOSIS"|"AEROSOL PARA INHALACION"|"200"|"DOSIS"|"CHILE"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"BRONCODILATADORES"|"MRE"|0|0||1|0
777000229|7800007771278|"F-18139/20"|"IBUPROFENO 400 MG X 20 COMPRIMIDOS RECUBIERTOS"|"IBUPROFENO 400 MG"|"400"|"400 MG"|"COMPRIMIDOS RECUBIERTOS"|"20"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|1|0||0|0
777000230|7800007771353|"F-18140/20"|"IBUPROFENO 600 MG X 20 COMPRIMIDOS"|"IBUPROFENO 600 MG"|"600"|"600 MG"|"COMPRIMIDOS"|"20"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|1|0||0|0
777000231|7800007774101|"F-15328/20"|"AZITROM FORTE 400 MG/5 ML X 30 ML POLVO PARA SUSPENSIÓN ORAL CON SOLVENTE"|"AZITROMICINA 400 MG/5 ML"|"400"|"400 MG/5 ML"|"POLVO PARA SUSPENSION ORAL CON SOLVENTE"|"30"|"100 ML"|"CHILE"|"MEDICAMENTOS"|"ANTIBIOTICOS"|"MACROLIDOS"|"APR"|0|0||1|1
777000232|7800007782397|"F-7126/20"|"AMOBIOTIC 1 G X 14 COMPRIMIDOS DISPERSABLES"|"AMOXICILINA 1000 MG"|"1000"|"1000 MG"|"COMPRIMIDOS DISPERSABLES"|"14"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"ANTIBIOTICOS"|"PENICILINICOS"|"APR"|0|0||1|0
777000233|7800007783448|"F-18595/21"|"ESCITALOPRAM 10 MG X 30 COMPRIMIDOS RECUBIERTOS"|"ESCITALOPRAM 10 MG"|"10"|"10 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ESTABILIZADORES DEL ANIMO"|"MRE"|1|0||0|0
777000234|7800007788320|"F-14404/19"|"CARVEDILOL 25 MG X 30 COMPRIMIDOS"|"CARVEDILOL 25 MG"|"25"|"25 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTIHIPERTENSIVOS ASOCIADOS Y RELACIONADOS CON OTRAS ENFERMEDADES"|"MRE"|1|0||0|0
777000235|7800007790309|"F-8360/21"|"CIPROFLOXACINO 500 MG X 6 COMPRIMIDOS RECUBIERTOS"|"CIPROFLOXACINO 500 MG"|"500"|"500 MG"|"COMPRIMIDOS RECUBIERTOS"|"6"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"ANTIBIOTICOS"|"QUINOLONAS"|"RMRSCS"|1|0||0|0
777000236|7800007790736|"F-18651/21"|"NARTAN 2,5 MG X 2 COMPRIMIDOS RECUBIERTOS"|"NARATRIPTAN CLORHIDRATO 2,5 MG"|"2,5"|"2,5 MG"|"COMPRIMIDOS RECUBIERTOS"|"2"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANTIJAQUECOSOS"|"MRE"|1|0||1|0
777000237|7800007794994|"F-3836/20"|"TRAMADOL 100 MG/ML X 20 ML SOLUCIÓN ORAL PARA GOTAS"|"TRAMADOL CLORHIDRATO 100 MG/ML"|"100"|"100 MG/ML"|"SOLUCION ORAL PARA GOTAS"|"20"|"100 ML"|"CHILE"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS OPIOIDES"|"RMRSCS"|1|0||0|1
777000238|7800007800473|"F-19616/17"|"LISUR 200 MG X 20 COMPRIMIDOS RECUBIERTOS"|"FLAVOXATO CLORHIDRATO 200 MG"|"200"|"200 MG"|"COMPRIMIDOS RECUBIERTOS"|"20"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA REPRODUCTIVO Y URINARIO"|"INCONTINENCIA URINARIA"|"MRE"|0|0||1|0
777000239|7800007801548|"F-19646/17"|"ATORVASTATINA 10 MG X 30 COMPRIMIDOS RECUBIERTOS"|"ATORVASTATINA 10 MG"|"10"|"10 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"HIPOLIPEMIANTES (COLESTEROL)"|"MRE"|1|0||0|0
777000240|7800007801555|"F-19643/17"|"ATORVASTATINA 20 MG X 30 COMPRIMIDOS RECUBIERTOS"|"ATORVASTATINA 20 MG"|"20"|"20 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"HIPOLIPEMIANTES (COLESTEROL)"|"MRE"|1|0||0|0
777000241|7800007802705|"F-21448/19"|"OMEPRAZOL 20 MG X 30 CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO"|"OMEPRAZOL 20 MG"|"20"|"20 MG"|"CAPSULAS CON GRANULOS CON RECUBRIMIENTO ENTÉRICO"|"30"|"CAPSULA"|"CHILE"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"ANTIULCEROSOS"|"MRE"|1|0||0|0
777000242|7800007803757|"F-2406/19"|"DICLOFENACO SODICO 1,5 % X 20 ML SUSPENSIÓN ORAL PARA GOTAS"|"DICLOFENACO SODICO 15 MG/ML"|"15"|"15 MG/ML"|"SUSPENSION ORAL PARA GOTAS"|"20"|"100 ML"|"CHILE"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|0|0||0|1
777000243|7800007803757|"F-2406/19"|"DICLOFENACO 1,5% X 20 ML SUSPENSION ORAL PARA GOTAS"|"DICLOFENACO SODICO 15 MG/ML"|"15"|"15 MG/ML"|"SUSPENSION ORAL PARA GOTAS"|"20"|"100 ML"|"CHILE"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|0|0|"CENABAST"|0|1
777000244|7800007803795|"F-13726/19"|"PAROXETINA 20 MG X 30 COMPRIMIDOS RECUBIERTOS"|"PAROXETINA 20 MG"|"20"|"20 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ESTABILIZADORES DEL ANIMO"|"MRE"|1|0||0|0
777000245|7800007803801|"F-14411/19"|"PREDNISONA 20 MG X 20 COMPRIMIDOS RECUBIERTOS"|"PREDNISONA 20 MG"|"20"|"20 MG"|"COMPRIMIDOS RECUBIERTOS"|"20"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"CORTICOIDES"|"SISTEMICOS"|"MRE"|1|0||0|0
777000246|7800007803801|"F-14411/19"|"PREDNISONA 20 MG X 20 COMPRIMIDOS RECUBIERTOS"|"PREDNISONA 20 MG"|"20"|"20 MG"|"COMPRIMIDOS RECUBIERTOS"|"20"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"CORTICOIDES"|"SISTEMICOS"|"MRE"|1|0|"CENABAST"|0|0
777000247|7800007803887|"F-22767/21"|"LANSOPRAZOL 30 MG X 30 CAPSULAS CON MICROGRANULOS CON RECUBRIMIENTO ENTERICO"|"LANSOPRAZOL 30 MG"|"30"|"30 MG"|"CAPSULAS CON MICROGRANULOS CON RECUBRIMIENTO ENTERICO"|"30"|"CAPSULA"|"CHILE"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"ANTIULCEROSOS"|"MRE"|1|0||0|0
777000248|7800007804242|"F-15081/20"|"LAMOTRIGINA 100 MG X 30 COMPRIMIDOS"|"LAMOTRIGINA  100 MG"|"100"|"100 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTICONVULSIVANTES"|"MRE"|1|0||0|0
777000249|7800007804365|"F-22419/21"|"ACNERAL 20 MG X 30 CAPSULAS BLANDAS"|"ISOTRETINOINA 20 MG"|"20"|"20 MG"|"CAPSULAS BLANDAS"|"30"|"CAPSULA"|"CHILE"|"MEDICAMENTOS"|"DERMATOLOGICOS"|"ANTIACNE"|"RMRSCS"|1|0||1|0
777000250|7800007804853|"F-23685/18"|"FLUCONAZOL 150 MG X 4 CÁPSULAS"|"FLUCONAZOL 150 MG"|"150"|"150 MG"|"CAPSULAS"|"4"|"CAPSULA"|"CHILE"|"MEDICAMENTOS"|"ANTIMICOTICOS"|"SISTEMICOS"|"APR"|1|0||0|0
777000251|7800007805140|"F-12244/17"|"KITADOL FORTE X 10 COMPRIMIDOS RECUBIERTOS"|"PARACETAMOL 555,55 MG CAFEINA 50 MG"|"555,55;50"|"555,55 MG;50 MG"|"COMPRIMIDOS RECUBIERTOS"|"10"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"NP"|0|0||1|0
777000252|7800007805379|"F-24198/18"|"INTAXEL ER 0,375 MG X 30 COMPRIMIDOS DE LIBERACION PROLONGADA"|"PRAMIPEXOL 0,375 MG"|"0,375"|"0,375 MG"|"COMPRIMIDOS DE LIBERACION PROLONGADA"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTIPARKINSONIANOS"|"MRE"|1|0||1|0
777000253|7800007805638|"F-24341/18"|"NUVIGIL 150 MG X 30 COMPRIMIDOS"|"MODAFINILO 150 MG"|"150"|"150 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ESTIMULANTES CEREBRALES"|"RMRSCS"|0|0||1|0
777000254|7800007806628|"F-23789/18"|"QUETIAPINA 100 MG X 30 COMPRIMIDOS RECUBIERTOS"|"QUETIAPINA FUMARATO 100 MG"|"100"|"100 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTIPSICOTICOS"|"MRE"|1|0||0|0
777000255|7800007806635|"F-23743/18"|"QUETIAPINA 25 MG X 30 COMPRIMIDOS RECUBIERTOS"|"QUETIAPINA FUMARATO 25 MG"|"25"|"25 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTIPSICOTICOS"|"MRE"|1|0||0|0
777000256|7800007806796|"F-15665/21"|"TERBINAFINA CLORHIDRATO 1% X 20 G CREMA TOPICA"|"TERBINAFINA 1%"|"1"|"1%"|"CREMA TOPICA"|"20"|"100 G"|"CHILE"|"MEDICAMENTOS"|"ANTIMICOTICOS"|"TOPICOS"|"MRE"|0|0||0|0
777000257|7800007806901|"F-24604/19"|"CITALOPRAM 20 MG X 30 COMPRIMIDOS RECUBIERTOS"|"CITALOPRAM  20 MG"|"20"|"20 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ESTABILIZADORES DEL ANIMO"|"MRE"|1|0||0|0
777000258|7800007807205|"F-24961/19"|"LEVOTIROXINA SÓDICA 50 MCG X 56 COMPRIMIDOS"|"LEVOTIROXINA SODICA 50 MCG"|"50"|"50 MCG"|"COMPRIMIDOS"|"56"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA ENDOCRINO (HORMONAL) Y METABOLISMO"|"TERAPIAS TIROIDE"|"MRE"|1|0||0|0
777000259|7800007808264|"F-25276/20"|"LACTULOSA 66,7 % X 200 ML SOLUCION ORAL RECTAL"|"LACTULOSA 66,7%"|"66,7"|"66,70%"|"SOLUCION ORAL RECTAL"|"200"|"100 ML"|"CHILE"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"LAXANTES"|"MRE"|0|0||0|1
777000260|7800007808325|"F-25589/20"|"TAMSULOSINA CLORHIDRATO 0,4 MG X 30 COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA"|"TAMSULOSINA CLORHIDRATO 0,4 MG"|"0,4"|"0,4 MG"|"COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA REPRODUCTIVO Y URINARIO"|"TRATAMIENTOS HIPERPLASIA PROSTATICA BENIGNA"|"MRE"|1|0||0|0
777000261|7800007808424|"F-25536/20"|"ROSUVASTATINA 20 MG X 30 COMPRIMIDOS RECUBIERTOS"|"ROSUVASTATINA 20 MG"|"20"|"20 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"HIPOLIPEMIANTES (COLESTEROL)"|"MRE"|1|0||0|0
777000262|7800007808431|"F-25539/20"|"ROSUVASTATINA 10 MG X 30 COMPRIMIDOS RECUBIERTOS"|"ROSUVASTATINA 10 MG"|"10"|"10 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"HIPOLIPEMIANTES (COLESTEROL)"|"MRE"|1|0||0|0
777000263|7800007808790|"F-2271/19"|"KITADOL DUO X 10 COMPRIMIDOS RECUBIERTOS"|"IBUPROFENO 200 MG PARACETAMOL 300 MG"|"200;300"|"200 MG;300 MG"|"COMPRIMIDOS RECUBIERTOS"|"10"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"NP"|0|0||1|0
777000264|7800008000827|"F-23126/21"|"TREXXIA 60 MG X 14 COMPRIMIDOS RECUBIERTOS"|"ETORICOXIB 60 MG"|"60"|"60 MG"|"COMPRIMIDOS RECUBIERTOS"|"14"|"COMPRIMIDO"|"SYNTHON"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|1|0||1|0
777000265|7800008000834|"F-23070/21"|"TREXXIA 120 MG X 7 COMPRIMIDOS RECUBIERTOS"|"ETORICOXIB 120 MG"|"120"|"120 MG"|"COMPRIMIDOS RECUBIERTOS"|"7"|"COMPRIMIDO"|"SYNTHON"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|1|0||1|0
777000266|7800008001008|"F-25504/20"|"CASEN ADULTOS X 133 ML ENEMA"|"FOSFATO DE SODIO MONOBASICO DIHIDRATO 18,1 G FOSFATO DISODICO DODECAHIDRATO 8 G"|"18,1;8"|"18,1 G;8 G"|"ENEMA"|"133"|"100 ML"|"SYNTHON"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"LAXANTES"|"MRE"|0|0||1|1
777000267|7800008001091|"F-21832/20"|"TENBILOL 5 MG X 30 COMPRIMIDOS RECUBIERTOS"|"BISOPROLOL 5 MG"|"5"|"5 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"SYNTHON"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTIHIPERTENSIVOS ASOCIADOS Y RELACIONADOS CON OTRAS ENFERMEDADES"|"MRE"|1|0||1|0
777000268|7800008010055|"F-4182/20"|"HALOPERIDOL 1 MG X 30 COMPRIMIDOS"|"HALOPERIDOL 1 MG"|"1"|"1 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"SYNTHON"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTIPSICOTICOS"|"MRE"|1|0||0|0
777000269|7800008010093|"F-4183/20"|"HALOPERIDOL 5 MG X 20 COMPRIMIDOS"|"HALOPERIDOL 5 MG"|"5"|"5 MG"|"COMPRIMIDOS"|"20"|"COMPRIMIDO"|"SYNTHON"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTIPSICOTICOS"|"MRE"|1|0||0|0
777000270|7800008010093|"F-4183/20"|"HALOPERIDOL 5 MG X 20 COMPRIMIDOS"|"HALOPERIDOL 5 MG"|"5"|"5 MG"|"COMPRIMIDOS"|"20"|"COMPRIMIDO"|"SYNTHON"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTIPSICOTICOS"|"MRE"|1|0|"CENABAST"|0|0
777000271|7800008011502|"F-9091/21"|"ISQUELIUM 4 MG X 30 COMPRIMIDOS"|"ACENOCUMAROL 4 MG"|"4"|"4 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"SYNTHON"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTICOAGULANTES"|"MRE"|1|0|"CENABAST"|1|0
777000272|7800008011588|"F-21523/19"|"SULIX 0,4 MG X 30 CÁPSULAS CON GRÁNULOS DE LIBERACIÓN PROLONGADA"|"TAMSULOSINA CLORHIDRATO 0,4 MG"|"0,4"|"0,4 MG"|"CAPSULAS CON GRANULOS DE LIBERACION PROLONGADA"|"30"|"CAPSULA"|"SYNTHON"|"MEDICAMENTOS"|"SISTEMA REPRODUCTIVO Y URINARIO"|"TRATAMIENTOS HIPERPLASIA PROSTATICA BENIGNA"|"MRE"|1|0||1|0
777000273|7800008011625|"F-21523/19"|"SULIX 0,4 MG X 60 CÁPSULAS CON GRÁNULOS DE LIBERACIÓN PROLONGADA"|"TAMSULOSINA CLORHIDRATO 0,4 MG"|"0,4"|"0,4 MG"|"CAPSULAS CON GRANULOS DE LIBERACION PROLONGADA"|"60"|"CAPSULA"|"SYNTHON"|"MEDICAMENTOS"|"SISTEMA REPRODUCTIVO Y URINARIO"|"TRATAMIENTOS HIPERPLASIA PROSTATICA BENIGNA"|"MRE"|1|0||1|0
777000274|7800008011625|"F-21523/19"|"SULIX 0,4 MG X 60 CAPSULAS CON GRANULOS RECUBIERTOS DE LIBERACION PROLONGADA"|"TAMSULOSINA CLORHIDRATO 0,4 MG"|"0,4"|"0,4 MG"|"CAPSULAS CON GRANULOS RECUBIERTOS DE LIBERACION PROLONGADA"|"60"|"CAPSULA"|"SYNTHON"|"MEDICAMENTOS"|"SISTEMA REPRODUCTIVO Y URINARIO"|"TRATAMIENTOS HIPERPLASIA PROSTATICA BENIGNA"|"MRE"|1|0|"CENABAST"|1|0
777000275|7800008020023|"F-3730/20"|"BLISTEX X 6 G CREMA LABIAL"|"ALCANFOR 1 G/100 G FENOL 0,45 G/100 G"|"1; 0,45"|"1 G/100 G;0,45 G/100 G"|"CREMA TOPICA"|"6"|"100 G"|"SYNTHON"|"MEDICAMENTOS"|"DERMATOLOGICOS"|"PROTECTORES LABIALES"|"NP"|0|0||1|0
777000276|7800008020191|"F-3731/20"|"IVAREST X 35 G CREMA TÓPICA"|"CALAMINA 14 G/100 G DIFENHIDRAMINA CLORHIDRATO 2 G/100 G"|"14;2"|"14 G/100 G;2 G/100 G"|"CREMA TOPICA"|"35"|"100 G"|"SYNTHON"|"MEDICAMENTOS"|"DERMATOLOGICOS"|"ANTIPRURIGINOSOS (PICAZON)"|"NP"|0|0||1|0
777000277|7800008102989|"F-23504/17"|"CELEDOX 200 MG X 10 CÁPSULAS"|"CELECOXIB 200 MG"|"200"|"200 MG"|"CAPSULAS"|"10"|"CAPSULA"|"SYNTHON"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|1|0||1|0
777000278|7800008102996|"F-23504/17"|"CELEDOX 200 MG X 30 CÁPSULAS"|"CELECOXIB 200 MG"|"200"|"200 MG"|"CAPSULAS"|"30"|"CAPSULA"|"SYNTHON"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|1|0||1|0
777000279|7800008103054|"F-11859/17"|"LANSOPRAZOL 30 MG X 30 CAPSULAS CON GRANULOS CON RECUBRIMIENTO ENTERICO"|"LANSOPRAZOL 30 MG"|"30"|"30 MG"|"CAPSULAS CON GRANULOS CON RECUBRIMIENTO ENTERICO"|"30"|"CAPSULA"|"SYNTHON"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"ANTIULCEROSOS"|"MRE"|0|0||0|0
777000280|7800017002317||"BION BB X 5,1 G SUSPENSIÓN OLEOSA EN GOTAS"|"BIFIDOBACTERIUM LACTIS SEGUN ROTULADO"||"SEGUN ROTULADO"|"SUSPENSION OLEOSA"|"5"|"100 G"|"PROCTER & GAMBLE"|"VITAMINAS Y SUPLEMENTOS"|"MULTIVITAMINAS, MINERALES Y ENERGIA"|"MULTIVITAMINICOS Y PROBIOTICOS"|"NP"|0|0||1|1
